收集时间: 2015-07-14 01:51:36.354113 +0800 CST => 2015-07-10 00:00:00 +0800 CST

tid: 3892396753,作者: 我爸名字叫上帝,标题: 作为一名走水路的一名军人，我决定我们水路军进击钓鱼岛坐等小日本
tid: 3885037175,作者: 木有比偶更NX,标题: 为什么Minecraft里的鸡会凭空死亡？
时间: %s,2015-07-10 21:40:48,摘要: [#文字: 如图，在一个长宽皆为7，高为4的地下空间里（7×7×4）养着30余只鸡，但为何它们总凭空死亡？; #图片: http://imgsrc.baidu.com/forum/pic/item/7ced97119313b07e9ef004380ad7912397dd8c54.jpg]

tid: 3885020033,作者: 歆诚31537,标题: 新人求教
时间: %s,2015-07-10 21:33:42,摘要: [#文字:  Minecraft1.7.10forge下载是遇到问题，求大神教教。; #图片: http://imgsrc.baidu.com/forum/pic/item/9cca886eddc451da4a4865dbb0fd5266d0163267.jpg]

tid: 3885018244,作者: 神仙Mohawk,标题: 我的世界有趣的mod求分享
时间: %s,2015-07-10 21:32:57,摘要: [#文字: 求分享]

tid: 3885015088,作者: 雨天风ab,标题: 资源包推荐 VanillaBDcraft 没有新意的五边形 没有新意却有心意
时间: %s,2015-07-10 21:31:33,摘要: [#文字: 当我进入游戏的时候，总有一种想吞翔的感觉，因为我已近厌倦了马赛克和2.5d的画面但是，我今天点开了一个神奇的网站：http://bdcraft.net/downloads看; #图片: http://imgsrc.baidu.com/forum/pic/item/f5946210b912c8fc7e0b98fdfa039245d6882121.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/c00f9c12c8fcc3ce7d38a7039445d688d43f2021.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/3e0dedfcc3cec3fd43c6c945d088d43f87942721.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/4fe3e6cec3fdfc0352808d88d23f8794a4c22621.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/44d1e6fdfc039245174d8f3f8194a4c27d1e2521.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/44e2d9039245d68816fadc94a2c27d1ed21b2421.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/7b1cb745d688d43f4451ffc27b1ed21b0ef43b21.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/155af388d43f87946007261ed41b0ef41bd53a21.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/5197f13f8794a4c2b8db891b08f41bd5ad6e3921.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/5320a294a4c27d1e14de55f41dd5ad6eddc43821.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/fa01f71b0ef41bd564ab86c457da81cb39db3d21.jpg]

tid: 3885012612,作者: CSOLQZB95B高手,标题: 1.710以上版本闪退，1.72正常运行，似乎是JAVA环境异常如何解决
时间: %s,2015-07-10 21:30:29,摘要: [#文字: 所有的1.710版本以上包括1.8无法打开 经检测.NET无问题 eula.txt无法找到 显卡无问题 JAVA重装过且符合电脑运行环境 版本JAVA7 X86 闪退指打开游戏后]

tid: 3885012302,作者: 古奇先森,标题: 新建恐龙公园【侏罗纪MOD】
时间: %s,2015-07-10 21:30:22,摘要: [#图片: http://imgsrc.baidu.com/forum/pic/item/e016ec3d70cf3bc72b2ba3dcd700baa1cd112af2.jpg]

tid: 3885007912,作者: 龙岩石504,标题: 求1.8.1龙骑士mod
时间: %s,2015-07-10 21:28:38,摘要: [#文字: 敢问有哪位大神有1.8.1龙骑士mod，跪求！]

tid: 3885001367,作者: JinYin1998,标题: 新人造的大别墅
时间: %s,2015-07-10 21:25:57,摘要: [#文字:  原以为开生存可以不用作弊码的，结果自己的渣技术实在太渣，开作弊还死了一次。光建这个就花了一下午。生存模式建别墅实在太难了。; #图片: http://imgsrc.baidu.com/forum/pic/item/c85505a4462309f7a502ce22740e0cf3d7cad6b4.jpg]

tid: 3884999828,作者: Loner_In_Dark,标题: 新人求教
时间: %s,2015-07-10 21:25:16,摘要: [#文字: 有入坑的打算，想问一下mc是账号登陆类型的游戏吗，之前一直用手机玩的，这个手机里的世界换个手机就玩不了了。电脑的话如果在a版本的mc里创建个世界]

tid: 3884997953,作者: 第2装甲师852,标题: 求助贴 关于矿物追踪
时间: %s,2015-07-10 21:24:25,摘要: [#文字: 请问一个矿物代码为2301：1应怎么添加，照打错误啊]

tid: 3884996978,作者: LOVESCIENCE1,标题: 新人求问，自己架设的服务器延迟超高怎么办
时间: %s,2015-07-10 21:23:59,摘要: [#文字: 和同学联机，一开始还好，但是一段时间后突然同学的网络就出现了延迟，发过来的信息马上就能看到，但是发过去的留言甚至要等上一分钟才有反应，求问这]

tid: 3884996695,作者: MC高大上,标题: 我的世界希望之都服务器火爆招人！！！
时间: %s,2015-07-10 21:23:51,摘要: [#文字: 服务器群号：438108975 服务器下载地址：http://yun.baidu.com/share/link?shareid=3890801638&uk=347834 服务器内存：10g土豪内存 服务器最多人; #图片: http://imgsrc.baidu.com/forum/pic/item/005bcef81a4c510f9cda802a6659252dd42aa587.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/6ce73f4c510fd9f991093759232dd42a2834a487.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/9d53740fd9f9d72a277a722dd22a2834349bbb87.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/d610fcf9d72a60596d0e832a2e34349b033bba87.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/5ee6f22a6059252d9d097f34329b033b5bb5b987.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/50354559252dd42a6217639b053b5bb5c9eab887.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/e746002dd42a28347fb8543b5db5c9ea15cebf87.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/a232f12a2834349b4f180cb5cfea15ce36d3be87.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/53350d34349b033b16969eea13ce36d3d539bd87.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/af2b119b033b5bb587c942ce30d3d539b600bc87.jpg]

tid: 3884995756,作者: 刀塔1373,标题: 鼓（zai）足（shui）勇（yi）气（bo）！重发帖子
时间: %s,2015-07-10 21:23:25,摘要: [#文字: 我的帖子啊，就这么被删了，此贴来缅怀我逝去的帖子，]

tid: 3884989478,作者: 15子小尾巴,标题: 求大神们给个1.8.7的游戏
时间: %s,2015-07-10 21:20:41,摘要: [#文字: 网上找了一大堆都不能玩]

tid: 3884989306,作者: jiangjinyi368,标题: 挖透基岩掉下去没有死 什么鬼
时间: %s,2015-07-10 21:20:36,摘要: [#文字: 这是bug还是什么情况 ; #图片: http://imgsrc.baidu.com/forum/pic/item/527da035e5dde71113ea23c6a1efce1b9d1661e1.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/6cdb924543a9822636f94b178c82b9014a90ebe2.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/fcf371e736d12f2ec53ece5049c2d562853568e2.jpg]

tid: 3884988975,作者: 落幕之牟,标题: 【红石类】征一个红石方案
时间: %s,2015-07-10 21:20:28,摘要: [#文字: 如题喽，求一个精简单片可重叠的异或门方案，小伙伴们加油了; #图片: http://imgsrc.baidu.com/forum/pic/item/8d6427087bf40ad17d27a6d3512c11dfa8ecceda.jpg]

tid: 3884987981,作者: englishbad0,标题: 2X3活塞门教学
时间: %s,2015-07-10 21:20:01,摘要: [#文字: 很多人都会2X2的活塞门，可是如果会2X3的，比起来肯定感觉更高端。 当然2X3的活塞门也非常容易]

tid: 3884985479,作者: Sturebvkyne,标题: 【求助】正版账号被盗
时间: %s,2015-07-10 21:18:54,摘要: [#文字: 如题怎么办怎么办]

tid: 3884983739,作者: equoxdpl167581,标题: [谢谢]三年多了 第一次对你说，谢谢
时间: %s,2015-07-10 21:18:05,摘要: [#文字: 交几个 深交的处成(包 射：he335.c o m)]

tid: 3884983208,作者: ZL夜岚晓梦,标题: 太假了
时间: %s,2015-07-10 21:17:50,摘要: [#文字: 谁都猜不到这个号称拥有8个地球大的地图会把你传送到哪里去，尤其是在最近更新的0.9.0版本，更是实现了无限世界。]

tid: 3884973962,作者: okDFFSD,标题: 【1.7.2】3人服务器
时间: %s,2015-07-10 21:13:45,摘要: [#文字: 3人的服务器 ip：115.211.203.78 mod/插件：基础插件，登陆插件，砍树等等 求基友啊~]

tid: 3884973881,作者: 我是真神圣雷伊,标题: 【赛事】我的世界手机版“神mc建筑大赛”震撼开启
时间: %s,2015-07-10 21:13:43,摘要: [#文字: 【神mc】 注：必须在神mc（1群）内发布存档，格式为“比赛作品”+建筑名字，本次为手机版0.1.0.5存档。QQ群号码：376707219 第一届建筑大赛规则如下 ; #图片: http://imgsrc.baidu.com/forum/pic/item/d45cdef2b2119313d45f9a8063380cd791238d85.jpg]

tid: 3884970479,作者: minecraft宇,标题: Pockmine-mp如何开0.11.1服务器，求教qwq
时间: %s,2015-07-10 21:12:13,摘要: [#文字: Pockmine-mp1.5是怎么开0.11.1手机版服务器的，我是小米路由器的，望告知; #图片: http://imgsrc.baidu.com/forum/pic/item/3390a95494eef01faf3562f5e6fe9925bc317df8.jpg]

tid: 3884970166,作者: s953844836,标题: 1.6.4服务器插件放哪里？
时间: %s,2015-07-10 21:12:04,摘要: [#图片: http://imgsrc.baidu.com/forum/pic/item/4904b816fdfaaf516240fa8f8a5494eef01f7a7a.jpg]

tid: 3884963341,作者: 清风荡水拂月影,标题: 【生长工艺mod】怎么合成大葡萄架的绳子
时间: %s,2015-07-10 21:09:03,摘要: [#文字: 如题，请大大解答(obb)o☆]

tid: 3884952005,作者: 我是真神圣雷伊,标题: 【赛事】神mc建筑大赛震撼开启！
时间: %s,2015-07-10 21:03:56,摘要: [#文字: 【神mc】 注：必须在神mc（1群）内发布存档，格式为“比赛作品”+建筑名字，QQ群号码：376707219 第一届建筑大赛规则如下 ￥参赛者做好存档发到给评委]

tid: 3884949132,作者: loser勇敢者,标题: 关于末影龙与凋零的比较
时间: %s,2015-07-10 21:02:38,摘要: [#文字: 程序判断： 在成就表杀死了凋零获得称号，末影龙却是最后一个成就。 示范： 为什么开创造试，生存里杀末影龙非常难，在末地中你创造可以放凋零，生存]

tid: 3884944717,作者: 楚迷是我,标题: 【醒目·重开一贴】一个会更新的minecraft1.7.10综合向整合包
时间: %s,2015-07-10 21:00:38,摘要: [#文字: 老贴地址 http://tieba.baidu.com/p/3863439513?pid=70736295676&cid=0#70 重开一贴，2L召唤小伙伴，3L召唤观光团 更新说明： 历代整合会放到网盘; #图片: http://imgsrc.baidu.com/forum/pic/item/2a2b7c82b2b7d0a299391badcdef76094b369a29.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/84247eb5c9ea15ce56619239b0003af33a87b216.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/005bcef81a4c510f8c4b902a6659252dd42aa516.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/6ce73f4c510fd9f981982759232dd42a2834a416.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/9d53740fd9f9d72a37eb622dd22a2834349bbb16.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/008b81c27d1ed21bfeb329d5ab6eddc451da3fa3.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/c13c2cf7905298222b3838f3d1ca7bcb0a46d492.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/dcaaecea15ce36d3b48bf1003cf33a87e950b116.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/4ef530ce36d3d539d4b27df33c87e950352ab016.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/92d113d3d539b60059417d87ef50352ac65cb716.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/b1ccf039b6003af35e35ae50332ac65c1038b616.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/522693003af33a878ce2722ac05c10385343b516.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/311f1ff33a87e9505398815c16385343fbf2b416.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/bdec1f87e950352aa1ee57385543fbf2b2118b16.jpg]

tid: 3884944593,作者: RoseCurs恶梦,标题: 求我的世界1.7.10龙骑士mod下载地址
时间: %s,2015-07-10 21:00:35,摘要: [#文字: 求我的世界1.7.10龙骑士mod下载地址]

tid: 3884941314,作者: 我是真神圣雷伊,标题: 【赛事】神mc建筑大赛震撼开启！
时间: %s,2015-07-10 20:59:08,摘要: [#文字: 【神mc】 注：必须在神mc（1群）累发布存档，格式为“比赛作品”+建筑名字，QQ群号码：376707219 第一届建筑大赛规则如下 ￥参赛者做好存档发到给评委; #图片: http://imgsrc.baidu.com/forum/pic/item/def1186d55fbb2fb7cdc2b22494a20a44623dc2e.jpg]

tid: 3884939905,作者: englishbad0,标题: 没事发个平地隐藏门存档
时间: %s,2015-07-10 20:58:29,摘要: []

tid: 3884937639,作者: 半個2NB,标题: 请问各位一下联机的问题
时间: %s,2015-07-10 20:57:27,摘要: [#文字: 我用的版本是1.6.4，想用游侠对战平台和同学联机 但是一点开始游戏 在Mojang界面那里停留几秒就会闪退 同学和我用的是一样的 但他可以玩 请问这是怎么]

tid: 3884935799,作者: 爱心小屋0,标题: 求助各位大大
时间: %s,2015-07-10 20:56:35,摘要: [#文字: 各位大大，我的机子也算配置挺高的（Core i7 4770K CPU，16GB DDR3内存，双Raden HD 7970交火，Z87主板）但是玩mc一直很卡（mc的特效全都关了），求助]

tid: 3884934835,作者: 饥荒99,标题: 【1.7.10】工具怪物mod介绍
时间: %s,2015-07-10 20:56:09,摘要: [#文字: 大家好，我就是饥荒99，这是本人的第二个mod介绍说实话这个表情挺好用的 镇楼 ; #图片: http://imgsrc.baidu.com/forum/pic/item/ba7270fbb2fb43162fff0b4a26a4462309f7d339.jpg]

tid: 3884934331,作者: poiuy283,标题: [正版老玩家回归]暑期巨献，手机电脑互联！
时间: %s,2015-07-10 20:55:56,摘要: [#文字: 爪机测试可行，至于电脑他们说能用，我这破机器玩Minecraft卡出翔，所以没测试。。多人死机ing 目前支持1.5.2 1.6.4 .1.8.x 1.7.x 代码手抽筋目前只支; #图片: http://imgsrc.baidu.com/forum/pic/item/bdec1f87e950352aacf154385543fbf2b2118b09.jpg]

tid: 3884933577,作者: fj758,标题: 1*1红石活塞虫电梯 （第二版）（占地4*6）
时间: %s,2015-07-10 20:55:35,摘要: [#文字: 安利下自己的作品，发在minecraft红石吧了懒得重发了1*1红石活塞虫电梯 （第二版）（占地4*6），有兴趣的过去看吧 http://tiebabaiducom/p/3884918261]

tid: 3884931520,作者: 24455qaws,标题: 谁知道我的世界可以用的皮肤
时间: %s,2015-07-10 20:54:37,摘要: []

tid: 3884930386,作者: 乾坤一只卵,标题: 求助贴，求1.7.2暮色MOD
时间: %s,2015-07-10 20:54:06,摘要: [#文字: 问完自删，就1.7.2暮色MOD]

tid: 3884929452,作者: 呜哈哈574,标题: 谁能用我的世界头像制作器，帮我做一个“我网页开不起233”
时间: %s,2015-07-10 20:53:38,摘要: [#文字: 帮帮我呗。。。555555]

tid: 3884929152,作者: 爱笑的眼睛away,标题: 请教大神
时间: %s,2015-07-10 20:53:29,摘要: [#文字: 我的时间PE版怎么联机？]

tid: 3884923532,作者: 撸人苦力怕,标题: 求问有几个僵尸会过去
时间: %s,2015-07-10 20:50:51,摘要: [#文字:  过去的就有鲜美的吊鼻男; #图片: http://imgsrc.baidu.com/forum/pic/item/008b81c27d1ed21bec0f5bd5ab6eddc450da3fdf.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/2a71f8c451da81cbdef3f7fd5466d0160924318c.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/0d0c462762d0f703aabee1ec0efa513d2697c595.jpg]

tid: 3884898738,作者: fanketly,标题: 求教为什么win8打不开1.7.1forge原版可以
时间: %s,2015-07-10 20:39:02,摘要: [#文字: RT]

tid: 3884896827,作者: 不惜别恋,标题: 求助。为什么在和朋友玩。看不到人物的皮肤。单人也是
时间: %s,2015-07-10 20:38:06,摘要: [#图片: http://imgsrc.baidu.com/forum/pic/item/80170d381f30e924893290014a086e061d95f70f.jpg]

tid: 3884896378,作者: 我是自己我怕谁,标题: 【疑问】为什么死亡不掉落指令没用
时间: %s,2015-07-10 20:37:53,摘要: [#文字: 我是先在主世界开了死亡不掉落，然后开了局域网。接着我去了虚无世界mod的天堂，然后被怪打死，重生之后发现东西全部掉在天堂那里，求大神解答。]

tid: 3884895866,作者: 末影小黑龙,标题: 光影提问
时间: %s,2015-07-10 20:37:38,摘要: [#文字: 为什么我的xp不能用光影 问完自删]

tid: 3884889418,作者: sky一生丶唯爱,标题: 【搞笑】两个逗比的MC模组生存系列！！简直逗比！！！
时间: %s,2015-07-10 20:34:28,摘要: [#文字: 此图镇楼！！ ; #图片: http://imgsrc.baidu.com/forum/pic/item/3f868c014c086e062a303d7b04087bf40ad1cb01.jpg]

tid: 3884886909,作者: 蛮三塔,标题: 怎么让僵尸村民不被服务器清理 求教！！！
时间: %s,2015-07-10 20:33:12,摘要: []

tid: 3884884537,作者: 我是舒琪啦,标题: 大家帮忙寻找一下这个皮肤！拜托拜托
时间: %s,2015-07-10 20:32:05,摘要: [#文字: 拜托拜托 ; #图片: http://imgsrc.baidu.com/forum/pic/item/1547f409b3de9c821130fabf6a81800a19d8434c.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/9a8a2f7b02087bf436b854d9f4d3572c11dfcf4d.jpg]

tid: 3884883346,作者: 最后一个兽人,标题: 我的世界服务器找技术
时间: %s,2015-07-10 20:31:29,摘要: [#文字: qq1014643488]

tid: 3884879167,作者: 穆里齐5,标题: 这怎么办，新手呀
时间: %s,2015-07-10 20:29:24,摘要: [#文字: 开始游戏点不了 ; #图片: http://imgsrc.baidu.com/forum/pic/item/d6c5a4cb39dbb6fda41be4160f24ab18972b3759.jpg]

tid: 3884877634,作者: 宅男的小猥琐,标题: 想问一下各位租服务器 盗版可以用吗？
时间: %s,2015-07-10 20:28:38,摘要: [#文字: 盗版的租服务器可以玩吗]

tid: 3884872610,作者: X海棉芬苏X,标题: （问完自删）为什么MC打不开？
时间: %s,2015-07-10 20:26:14,摘要: [#文字: 我去同学家玩电脑，他在快玩上下了一个MC，下完后玩不成是怎么回事。java和其他两个插件都下了，也不行，他家配置也够。一点 启动游戏 就会出现一个Ja]

tid: 3884867623,作者: Clh11044,标题: 你懂吗
时间: %s,2015-07-10 20:23:48,摘要: [#图片: http://imgsrc.baidu.com/forum/pic/item/522693003af33a879257042ac05c10385343b5e3.jpg]

tid: 3884862514,作者: CYT小朋友,标题: 【图片】我的世界现实版
时间: %s,2015-07-10 20:21:17,摘要: [#文字: 图片镇楼 求吧务别删; #图片: http://imgsrc.baidu.com/forum/pic/item/a8319c389b504fc272ada835e3dde71190ef6d2b.jpg]

tid: 3884860544,作者: 联盟霸者小Z,标题: 一些村庄mod的问题
时间: %s,2015-07-10 20:20:20,摘要: [#文字: 我玩的是奶茶桑奇妙的村庄物语 为什么打不开村庄里mod里面村民的箱子也拿不了里面的东西]
